''барс''|''pars''
ажилчидаа|at͡ʃiɮt͡ʃʰitaː
ажилчин|at͡ʃiɮt͡ʃʰin
ажилчны|at͡ʃiɮt͡ʃʰniː
ажих|at͡ʃix
ажла|at͡ʃɮa
ажлаа|at͡ʃɮaː
ажлаар|at͡ʃɮaːr
ажлаараа|at͡ʃɮaːraː
ажлаас|at͡ʃɮaːs
ажлаасаа|at͡ʃɮaːsaː
ажлан|at͡ʃɮan
ажлууд|at͡ʃɮʊːt
ажлуудаа|at͡ʃɮʊːtaː
ажлуудаар|at͡ʃɮʊːtaːr
ажлуудаасаа|at͡ʃɮʊːtaːsaː
ажлуудад|at͡ʃɮʊːtat
ажлуудыг|at͡ʃɮʊːtiːɡ
ажлуудыгтендерээр|at͡ʃɮʊːtiːɡtʰJintJirɛːr
ажлуудын|at͡ʃɮʊːtiːn
ажлуудынхаа|at͡ʃɮʊːtiːnxaː
ажлуулах|at͡ʃɮʊːɮax
ажлуулсан|at͡ʃɮʊːɮsan
ажлыг|at͡ʃɮiːɡ
ажлын|at͡ʃɮiːn
ажлынхаа|at͡ʃɮiːnxaː
ажна|at͡ʃna
ажралгүй|at͡ʃraɮɡuj
ажээ|at͡ʃɛː
аз|at͡s
азаар|at͡saːr
азарга|at͡sarɡa
азаргаараа|at͡sarɡaːraː
азарган|at͡sarɡan
азаргын|at͡sarɡiːn
азаров|at͡sarɔw
азгүй|at͡sɡuj
аздан|at͡stan
азербайжануудын|at͡sJirpajt͡ʃanʊːtiːn
азербайжанчууд|at͡sJirpajt͡ʃant͡ʃʰʊːt
азжаргал|at͡st͡ʃarɡaɮ
азза|at͡st͡sa
азиана|at͡siana
азиар|at͡siar
азидаа|at͡sitaː
азизов|at͡sit͡sɔw
азизовыг|at͡sit͡sɔwiːɡ
азийг|at͡siːɡ
азийн|at͡siːn
азна|at͡sna
азнагтун|at͡snaɡtʰʊn
азная|at͡snaj
азтай|at͡stʰaj
азтайгаар|at͡stʰajɡaːr
азтанууд|at͡stʰanʊːt
азын|at͡siːn
айдаг|ajtaɡ
айл|ajɮ
айлчлан|ajɮt͡ʃʰɮan
аймгийн|ajmɡiːn
аих|aix
ай|aj
айвал|ajwaɮ
айван|ajwan
айвенхоу|ajwJinxɔʊ
айверкс|ajwJirkʰs
айгаад|ajɡaːt
айдаг|ajtaɡ
айдаггүй|ajtaɡɡuj
айдас|ajtas
айдаст|ajtastʰ
айдастай|ajtastʰaj
айдастайгаар|ajtastʰajɡaːr
айдсаа|ajtsaː
айдсаар|ajtsaːr
айдсаасаа|ajtsaːsaː
айдсууд|ajtsʊːt
айдсыг|ajtsiːɡ
айдсын|ajtsiːn
айж|ajt͡ʃ
айзам|ajt͡sam
айлаар|ajɮaːr
айлаараа|ajɮaːraː
айлгаад|ajɮɡaːt
айлгаж|ajɮɡat͡ʃ
айлгалтаараа|ajɮɡaɮtʰaːraː
айлгах|ajɮɡax
айлгая|ajɮɡaj
айлд|ajɮt
айлдаа|ajɮtaː
айлдаад|ajɮtaːt
айлдах|ajɮtax
айлдсан|ajɮtsan
айлсчээ|ajɮst͡ʃʰɛː
айлтгаму|ajɮtʰɡamʊ
айлтгахад|ajɮtʰɡaxat
айлтгуулна|ajɮtʰɡʊːɮna
айлтгүй|ajɮtʰɡuj
айлууд|ajɮʊːt
айлуудаа|ajɮʊːtaː
айлуудаар|ajɮʊːtaːr
айлуудад|ajɮʊːtat
айлуудтай|ajɮʊːttʰaj
айлуудтайгаа|ajɮʊːttʰajɡaː
айлуудыг|ajɮʊːtiːɡ
айлуудын|ajɮʊːtiːn
айлчилж|ajɮt͡ʃʰiɮt͡ʃ
айлчиллаа|ajɮt͡ʃʰiɮɮaː
айлчилсан|ajɮt͡ʃʰiɮsan
айлчин|ajɮt͡ʃʰin
айлчлал|ajɮt͡ʃʰɮaɮ
айлчлалд|ajɮt͡ʃʰɮaɮt
айлчлалууд|ajɮt͡ʃʰɮaɮʊːt
айлчлалыг|ajɮt͡ʃʰɮaɮiːɡ
айлчлалын|ajɮt͡ʃʰɮaɮiːn
айлчлалынхаа|ajɮt͡ʃʰɮaɮiːnxaː
айлчлан|ajɮt͡ʃʰɮan
айлчлоорой|ajɮt͡ʃʰɮɔːrɔj
айлыг|ajɮiːɡ
айлын|ajɮiːn
айлынх|ajɮiːnx
айлынхан|ajɮiːnxan
айл”|ajɮ”
аймаар|ajmaːr
аймаг|ajmaɡ
аймагт|ajmaɡtʰ
аймагтаа|ajmaɡtʰaː
аймагтай|ajmaɡtʰaj
аймар|ajmar
аймгаар|ajmɡaːr
аймгаас|ajmɡaːs
аймгийг|ajmɡiːɡ
аймгийн|ajmɡiːn
аймгийнх|ajmɡiːnx
аймгийнхаа|ajmɡiːnxaː
аймгийнхан|ajmɡiːnxan
аймгийнханд|ajmɡiːnxant
аймгууд|ajmɡʊːt
аймгуудаар|ajmɡʊːtaːr
аймгуудаас|ajmɡʊːtaːs
аймгуудаасаа|ajmɡʊːtaːsaː
аймгуудад|ajmɡʊːtat
аймгуудын|ajmɡʊːtiːn
аймшгийн|ajmʃɡiːn
аймшиггүйгээр|ajmʃiɡɡujɡɛːr
аймшигт|ajmʃiɡtʰ
аймшигтай|ajmʃiɡtʰaj
аймшигтайгаар|ajmʃiɡtʰajɡaːr
айн|ajn
айрагтайгаа|ajraɡtʰajɡaː
айргийг|ajrɡiːɡ
айсан|ajsan
айсин|ajsin
айсуй|ajsʊi
айсуйг|ajsʊiɡ
айтглуулах|ajtʰɡɮʊːɮax
айх|ajx
айхаа|ajxaː
айхавтар|ajxawtʰar
айхгүй|ajxɡuj
айхтар|ajxtʰar
айхыг|ajxiːɡ
академиас|akʰatJimias
академид|akʰatJimit
академийг|akʰatJimiːɡ
академийн|akʰatJimiːn
академик|akʰatJimikʰ
академи”|akʰatJimi”
аккаунтаар|akʰkʰaʊntʰaːr
аккаунтын|akʰkʰaʊntʰiːn
акт|akʰtʰ
акталсан|akʰtʰaɮsan
активын|akʰtʰiwiːn
акторууд|akʰtʰɔrʊːt
акул|akʰʊɮ
акултай|akʰʊɮtʰaj
акчайг|akʰt͡ʃʰajɡ
акшай|akʰʃaj
ал|aɮ
алаад|aɮaːt
алаан|aɮaːn
алаарай”|aɮaːraj”
алав|aɮaw
алаг|aɮaɡ
алагдаад|aɮaɡtaːt
алагдаахайд|aɮaɡtaːxajt
алагдсан|aɮaɡtsan
алаглан|aɮaɡɮan
алагланхан|aɮaɡɮanxan
алагласан|aɮaɡɮasan
алагчилалгүй|aɮaɡt͡ʃʰiɮaɮɡuj
алагчилж|aɮaɡt͡ʃʰiɮt͡ʃ
алагчлал|aɮaɡt͡ʃʰɮaɮ
алад|aɮat
алалцдаг|aɮaɮt͡sʰtaɡ
алан|aɮan
алах|aɮax
алахаар|aɮaxaːr
алахаас|aɮaxaːs
алахгүй|aɮaxɡuj
алачнр|aɮat͡ʃʰnr
албаа|aɮpaː
албаар|aɮpaːr
албагүй|aɮpaɡuj
албад|aɮpat
албадаж|aɮpatat͡ʃ
албадан|aɮpatan
албадлагыг|aɮpatɮaɡiːɡ
албажуулсан|aɮpat͡ʃʊːɮsan
албан|aɮpan
албанаас|aɮpanaːs
албанд|aɮpant
албандаа|aɮpantaː
албанийн|aɮpaniːn
албаны|aɮpaniː
албаныхан|aɮpaniːxan
албаныханд|aɮpaniːxant
албатай|aɮpatʰaj
алба”|aɮpa”
албыг|aɮpiːɡ
алв|aɮw
алвт|aɮwtʰ
алвтм|aɮwtʰm
алвтнр|aɮwtʰnr
алвч|aɮwt͡ʃʰ
алгаа|aɮɡaː
алгаар|aɮɡaːr
алгаараа|aɮɡaːraː
алгадаад|aɮɡataːt
алгадан|aɮɡatan
алгадахад|aɮɡataxat
алгаддаг|aɮɡattaɡ
алгадна|aɮɡatna
алгадуулаад|aɮɡatʊːɮaːt
алгадуулахад|aɮɡatʊːɮaxat
алган|aɮɡan
алгасаж|aɮɡasat͡ʃ
алгасахгүй|aɮɡasaxɡuj
алгдг|aɮɡtɡ
алгебрь|aɮɡJiprʲ
алгоритмд|aɮɡɔritʰmt
алгоритмын|aɮɡɔritʰmiːn
алгуур|aɮɡʊːr
алгуурлахгүйгээр|aɮɡʊːrɮaxɡujɡɛːr
алд|aɮt
алдаа|aɮtaː
алдааг|aɮtaːɡ
алдаагаа|aɮtaːɡaː
алдаагүй|aɮtaːɡuj
алдаад|aɮtaːt
алдаан|aɮtaːn
алдаанаас|aɮtaːnaːs
алдаанаасаа|aɮtaːnaːsaː
алдаанд|aɮtaːnt
алдаануудыг|aɮtaːnʊːtiːɡ
алдаатай|aɮtaːtʰaj
алдав|aɮtaw
алдаг|aɮtaɡ
алдагдаж|aɮtaɡtat͡ʃ
алдагдал|aɮtaɡtaɮ
алдагдалгүй|aɮtaɡtaɮɡuj
алдагдалд|aɮtaɡtaɮt
алдагдалтай|aɮtaɡtaɮtʰaj
алдагдах|aɮtaɡtax
алдагдахаас|aɮtaɡtaxaːs
алдагдвал|aɮtaɡtwaɮ
алдагдлаа|aɮtaɡtɮaː
алдагдлыг|aɮtaɡtɮiːɡ
алдагдлын|aɮtaɡtɮiːn
алдагдсан|aɮtaɡtsan
алдагдсанаар|aɮtaɡtsanaːr
алдагдсаны|aɮtaɡtsaniː
алдагдуулалгүй|aɮtaɡtʊːɮaɮɡuj
алдагдуулах|aɮtaɡtʊːɮax
алдагдуулахад|aɮtaɡtʊːɮaxat
алдагдуулахгүй|aɮtaɡtʊːɮaxɡuj
алдагдуулахгүйгээр|aɮtaɡtʊːɮaxɡujɡɛːr
алдагдуулбал|aɮtaɡtʊːɮpaɮ
алдагдуулж|aɮtaɡtʊːɮt͡ʃ
алдагдуулчих|aɮtaɡtʊːɮt͡ʃʰix
алдагдчихсан|aɮtaɡtt͡ʃʰixsan
алдад|aɮtat
алдаж|aɮtat͡ʃ
алдалгүй|aɮtaɮɡuj
алдалт|aɮtaɮtʰ
алдалтаар|aɮtaɮtʰaːr
алдалтанд|aɮtaɮtʰant
алдан|aɮtan
алдана|aɮtana
алданги|aɮtanɡi
алдангиас|aɮtanɡias
алдар|aɮtar
алдармаа|aɮtarmaː
алдарт|aɮtartʰ
алдартай|aɮtartʰaj
алдартан|aɮtartʰan
алдартнууд|aɮtartʰnʊːt
алдархааны|aɮtarxaːniː
алдарчихаар|aɮtart͡ʃʰixaːr
алдарчихвал|aɮtart͡ʃʰixwaɮ
алдаршиж|aɮtarʃit͡ʃ
алдаршлаа|aɮtarʃɮaː
алдаршсан|aɮtarʃsan
алдаршуулсан|aɮtarʃʊːɮsan
алдар”|aɮtar”
алдахаас|aɮtaxaːs
алдахад|aɮtaxat
алдахгүй|aɮtaxɡuj
алдахгүйгээр|aɮtaxɡujɡɛːr
алдахгүйн|aɮtaxɡujn
алдацгааж|aɮtat͡sʰɡaːt͡ʃ
алддаг|aɮttaɡ
алджээ|aɮtt͡ʃɛː
алдлаа|aɮtɮaː
алднд|aɮtnt
алдр|aɮtr
алдрай|aɮtraj
алдрыг|aɮtriːɡ
алдрын|aɮtriːn
алдсаар|aɮtsaːr
алдсан|aɮtsan
алдсанаас|aɮtsanaːs
алдсангүй|aɮtsanɡuj
алдсандаа|aɮtsantaː
алдсаны|aɮtsaniː
алдсан”|aɮtsan”
алдуулахгүй|aɮtʊːɮaxɡuj
алдуулдаг|aɮtʊːɮtaɡ
алдуулж|aɮtʊːɮt͡ʃ
алдуулсан|aɮtʊːɮsan
алдуулчихгүй|aɮtʊːɮt͡ʃʰixɡuj
алдчих|aɮtt͡ʃʰix
алдчихаагүй|aɮtt͡ʃʰixaːɡuj
алдчихаад|aɮtt͡ʃʰixaːt
алдчихав|aɮtt͡ʃʰixaw
алдчихгүй|aɮtt͡ʃʰixɡuj
алдчихгүйн|aɮtt͡ʃʰixɡujn
алдчихлаа|aɮtt͡ʃʰixɮaː
алдчихсан|aɮtt͡ʃʰixsan
алекс|aɮJikʰs
александр|aɮJikʰsantr
александрын|aɮJikʰsantriːn
алж|aɮt͡ʃ
алжааж|aɮt͡ʃaːt͡ʃ
алзахгүй|aɮt͡saxɡuj
алзахгүйгээр|aɮt͡saxɡujɡɛːr
али|aɮi
алиа|aɮia
алив|aɮiw
аливаа|aɮiwaː
аливааг|aɮiwaːɡ
аливаад|aɮiwaːt
алийг|aɮiːɡ
алим”|aɮim”
алин|aɮin
алинаар|aɮinaːr
алинд|aɮint
алинтай|aɮintʰaj
алиныг|aɮiniːɡ
алкохол|aɮkʰɔxɔɮ
аллаа|aɮɮaː
аллага|aɮɮaɡa
аллагыг|aɮɮaɡiːɡ
аллелийн|aɮɮJiɮiːn
алмаазан|aɮmaːt͡san
алмаас|aɮmaːs
алмас|aɮmas
алмасны|aɮmasniː
алматагийн|aɮmatʰaɡiːn
ална|aɮna
ална”|aɮna”
алпана|aɮpʰana
алс|aɮs
алсаа|aɮsaː
алсаас|aɮsaːs
алсад|aɮsat
алсан|aɮsan
алсарсаар|aɮsarsaːr
алсарч|aɮsart͡ʃʰ
алсдаа|aɮstaː
алслагдмал|aɮsɮaɡtmaɮ
алслагдсан|aɮsɮaɡtsan
алслалтаас|aɮsɮaɮtʰaːs
алсн|aɮsn
алсныхаа|aɮsniːxaː
алсрах|aɮsrax
алсхан|aɮsxan
алсыг|aɮsiːɡ
алсын|aɮsiːn
алтаа|aɮtʰaː
алтай|aɮtʰaj
алтайгаас|aɮtʰajɡaːs
алтайн|aɮtʰajn
алтан|aɮtʰan
алтанбулаг|aɮtʰanpʊɮaɡ
алтанбулагийн|aɮtʰanpʊɮaɡiːn
алтангадас|aɮtʰanɡatas
алтангэрэл|aɮtʰanɡɛrɛɮ
алтанд|aɮtʰant
алтанзул|aɮtʰant͡sʊɮ
алтанзултай|aɮtʰant͡sʊɮtʰaj
алтантуяагийн|aɮtʰantʰʊjaɡiːn
алтанхуяг|aɮtʰanxʊjɡ
алтанхуягийг|aɮtʰanxʊjɡiːɡ
алтанхуягийн|aɮtʰanxʊjɡiːn
алтанцом|aɮtʰant͡sʰɔm
алтанцэцэг|aɮtʰant͡sʰɛt͡sʰɛɡ
алтаншагай|aɮtʰanʃaɡaj
алтанширээ|aɮtʰanʃirɛː
алтар|aɮtʰar
алтлаг|aɮtʰɮaɡ
алтн|aɮtʰn
алтнаас|aɮtʰnaːs
алтны|aɮtʰniː
алтсайхан|aɮtʰsajxan
алтыг|aɮtʰiːɡ
алтынгул|aɮtʰiːnɡʊɮ
алуулаад|aɮʊːɮaːt
алуулсан|aɮʊːɮsan
алуурчдыг|aɮʊːrt͡ʃʰtiːɡ
алуурчны|aɮʊːrt͡ʃʰniː
алуурчныг|aɮʊːrt͡ʃʰniːɡ
алхаа|aɮxaː
алхаад|aɮxaːt
алхав|aɮxaw
алхагч|aɮxaɡt͡ʃʰ
алхаж|aɮxat͡ʃ
алхалж|aɮxaɮt͡ʃ
алхалт|aɮxaɮtʰ
алхалтуудыг|aɮxaɮtʰʊːtiːɡ
алхам|aɮxam
алхамуудаа|aɮxamʊːtaː
алхамуудыг|aɮxamʊːtiːɡ
алхана|aɮxana
алхар|aɮxar
алхах|aɮxax
алхахад|aɮxaxat
алхахгүй|aɮxaxɡuj
алхвал|aɮxwaɮ
алхдаг|aɮxtaɡ
алхмаар|aɮxmaːr
алхмууд|aɮxmʊːt
алхмуудыг|aɮxmʊːtiːɡ
алхмуудын|aɮxmʊːtiːn
алхмыг|aɮxmiːɡ
алхмын|aɮxmiːn
алхмынхаа|aɮxmiːnxaː
алхсан|aɮxsan
алхсанаар|aɮxsanaːr
алхуулан|aɮxʊːɮan
алхуулсан|aɮxʊːɮsan
алчихгүй|aɮt͡ʃʰixɡuj
алчихсан|aɮt͡ʃʰixsan
алчкҗ|aɮt͡ʃʰkʰҗ
алчуураар|aɮt͡ʃʰʊːraːr
алчууртай|aɮt͡ʃʰʊːrtʰaj
аль|aɮʲ
альбинос|aɮʲpinɔs
альбиносоос|aɮʲpinɔsɔːs
альбомд|aɮʲpɔmt
альд|aɮʲt
альдаран|aɮʲtaran
альдас|aɮʲtas
альдв|aɮʲtw
аля|aɮJa
аляскаас|aɮJaskʰaːs
аляһан|aɮJaһan
алҗ|aɮҗ
алңтрад|aɮңtʰrat
амаа|amaː
амаар|amaːr
амазоны|amat͡sɔniː
аман|aman
амана|amana
аманд|amant
амандаа|amantaː
аманта|amantʰa
аманцар|amant͡sʰar
аманыг|amaniːɡ
амар|amar
амара|amara
амараг|amaraɡ
амарагаас|amaraɡaːs
амарагийн|amaraɡiːn
амарбаясгалан|amarpajsɡaɮan
амарбаясгаланд|amarpajsɡaɮant
амаргүй|amarɡuj
амардаг|amartaɡ
амаржаргалын|amart͡ʃarɡaɮiːn
амаржих|amart͡ʃix
амаржсан|amart͡ʃsan
амарзаяа|amart͡saja
амарлаа|amarɮaː
амарлин|amarɮin
амарлингуй|amarɮinɡʊi
амарна|amarna
амарсайхан|amarsajxan
амарсайхантай|amarsajxantʰaj
амарсанаа|amarsanaː
амартайвантай|amartʰajwantʰaj
амартогтохтой|amartʰɔɡtʰɔxtʰɔj
амартүвшин|amartʰuwʃin
амартүвшинтэй|amartʰuwʃintʰɛj
амархан|amarxan
амарцгаадаг|amart͡sʰɡaːtaɡ
амарч|amart͡ʃʰ
амаръя|amarъJa
амбаар|ampaːr
амбаараас|ampaːraːs
амбан|ampan
амбасэлмаа|ampasɛɮmaː
амбасэлмаагийн|ampasɛɮmaːɡiːn
амбасэлмааөнөөдрийн|ampasɛɮmaːonoːtriːn
амбицаа|ampit͡sʰaː
амбицтай|ampit͡sʰtʰaj
амбицыг|ampit͡sʰiːɡ
амбулаторидоо|ampʊɮatʰɔritɔː
амбулаторийн|ampʊɮatʰɔriːn
амбулаториор|ampʊɮatʰɔriɔr
амгаагийн|amɡaːɡiːn
амгалан|amɡaɮan
амгаланбаатар|amɡaɮanpaːtʰar
амгаланбаатартай|amɡaɮanpaːtʰartʰaj
амгаланг|amɡaɮanɡ
амгалангийн|amɡaɮanɡiːn
амгаланд|amɡaɮant
амгалан”|amɡaɮan”
амд|amt
амдан|amtan
амдсан|amtsan
америк|amJirikʰ
америкаас|amJirikʰaːs
америкийг|amJirikʰiːɡ
америкийн|amJirikʰiːn
америкт|amJirikʰtʰ
америктаа|amJirikʰtʰaː
америкчууд|amJirikʰt͡ʃʰʊːt
америкчуудын|amJirikʰt͡ʃʰʊːtiːn
америкчүүдийн|amJirikʰt͡ʃʰuːtiːn
амжаагүй|amt͡ʃaːɡuj
амжаагүйг|amt͡ʃaːɡujɡ
амжаад|amt͡ʃaːt
амжвал|amt͡ʃwaɮ
амждаггүй|amt͡ʃtaɡɡuj
амжжээ|amt͡ʃt͡ʃɛː
амжиж|amt͡ʃit͡ʃ
амжилтаа|amt͡ʃiɮtʰaː
амжилтаар|amt͡ʃiɮtʰaːr
амжилтаараа|amt͡ʃiɮtʰaːraː
амжилтад|amt͡ʃiɮtʰat
амжилтдаа|amt͡ʃiɮtʰtaː
амжилттай|amt͡ʃiɮtʰtʰaj
амжилтуудаа|amt͡ʃiɮtʰʊːtaː
амжилтыг|amt͡ʃiɮtʰiːɡ
амжилтын|amt͡ʃiɮtʰiːn
амжиргааг|amt͡ʃirɡaːɡ
амжиргаагаа|amt͡ʃirɡaːɡaː
амжихаа|amt͡ʃixaː
амжихгүй|amt͡ʃixɡuj
амжсан|amt͡ʃsan
амжсангүй”|amt͡ʃsanɡuj”
амжуулаагүй|amt͡ʃʊːɮaːɡuj
амжуулаад|amt͡ʃʊːɮaːt
амжуулахыг|amt͡ʃʊːɮaxiːɡ
амжуулахын|amt͡ʃʊːɮaxiːn
амжуулдаг|amt͡ʃʊːɮtaɡ
амжуулж|amt͡ʃʊːɮt͡ʃ
амжуулжээ|amt͡ʃʊːɮt͡ʃɛː
амиа|amia
амийг|amiːɡ
амилж|amiɮt͡ʃ
амилна|amiɮna
амилсангүй|amiɮsanɡuj
амилуулахын|amiɮʊːɮaxiːn
амилуулж|amiɮʊːɮt͡ʃ
амилуулна|amiɮʊːɮna
амилуулсан|amiɮʊːɮsan
амилчих|amiɮt͡ʃʰix
амин|amin
аминаасаа|aminaːsaː
аминадаб|aminatap
аминд|amint
аминдаа|amintaː
аминдэмээр|amintɛmɛːr
аминч|amint͡ʃʰ
амины|aminiː
амир|amir
амирлуулсан|amirɮʊːɮsan
амихандаа|amixantaː
амлаад|amɮaːt
амлаач”|amɮaːt͡ʃʰ”
амлаж|amɮat͡ʃ
амлалаа|amɮaɮaː
амлалт|amɮaɮtʰ
амлалтаа|amɮaɮtʰaː
амлалтаар|amɮaɮtʰaːr
амлалтаасаа|amɮaɮtʰaːsaː
амлалтуудаа|amɮaɮtʰʊːtaː
амлалтуудыг|amɮaɮtʰʊːtiːɡ
амлалтыг|amɮaɮtʰiːɡ
амласан|amɮasan
амласнаараа|amɮasnaːraː
амлах|amɮax
амлахыг|amɮaxiːɡ
амлсн|amɮsn
аммиак|ammiakʰ
амн|amn
амна|amna
амнаас|amnaːs
амнас|amnas
амнат|amnatʰ
амны|amniː
амраад|amraːt
амраадаг|amraːtaɡ
амрааж|amraːt͡ʃ
амраан|amraːn
амраая|amraːJa
амраг|amraɡ
амрагчдыг|amraɡt͡ʃʰtiːɡ
амрад|amrat
амралт|amraɮtʰ
амралтаа|amraɮtʰaː
амралтаар|amraɮtʰaːr
амралтгүй|amraɮtʰɡuj
амралтыг|amraɮtʰiːɡ
амралтын|amraɮtʰiːn
амрах|amrax
амрахыг|amraxiːɡ
амрв|amrw
амрыг|amriːɡ
амсаад|amsaːt
амсад|amsat
амсаж|amsat͡ʃ
амсана|amsana
амсах|amsax
амсгаагаар|amsɡaːɡaːr
амсдаггүй|amstaɡɡuj
амссан|amssan
амсхийж|amsxiːt͡ʃ
амсч|amst͡ʃʰ
амсҗ|amsҗ
амтай|amtʰaj
амтан|amtʰan
амтанд|amtʰant
амтархаж|amtʰarxat͡ʃ
амтархан|amtʰarxan
амтат|amtʰatʰ
амтлаг|amtʰɮaɡ
амтлаж|amtʰɮat͡ʃ
амтлах|amtʰɮax
амтн|amtʰn
амттай|amtʰtʰaj
амттайхан|amtʰtʰajxan
амттан|amtʰtʰan
амттантай|amtʰtʰantʰaj
амтын|amtʰiːn
амтынь|amtʰiːnʲ
амулң|amʊɮң
амыг|amiːɡ
амын|amiːn
амынх|amiːnx
амынхаа|amiːnxaː
амьгүй|amʲɡuj
амьд|amʲt
амьдаар|amʲtaːr
амьдар|amʲtar
амьдарвал|amʲtarwaɮ
амьдардаг|amʲtartaɡ
амьдардгаас|amʲtartɡaːs
амьдармаар|amʲtarmaːr
амьдармааргүй|amʲtarmaːrɡuj
амьдарна|amʲtarna
амьдарна”|amʲtarna”
амьдарсаар|amʲtarsaːr
амьдарсан|amʲtarsan
амьдарсангүй|amʲtarsanɡuj
амьдарсны|amʲtarsniː
амьдарцгаав|amʲtart͡sʰɡaːw
амьдарцгааж|amʲtart͡sʰɡaːt͡ʃ
амьдарцгаажээ|amʲtart͡sʰɡaːt͡ʃɛː
амьдарч|amʲtart͡ʃʰ
амьдарчих|amʲtart͡ʃʰix
амьдаръя”|amʲtarъJa”
амьдраад|amʲtraːt
амьдраарай|amʲtraːraj
амьдраасай|amʲtraːsaj
амьдраач|amʲtraːt͡ʃʰ
амьдралаа|amʲtraɮaː
амьдралаар|amʲtraɮaːr
амьдралаараа|amʲtraɮaːraː
амьдралаас|amʲtraɮaːs
амьдралгүй|amʲtraɮɡuj
амьдралд|amʲtraɮt
амьдралдаа|amʲtraɮtaː
амьдралтай|amʲtraɮtʰaj
амьдралыг|amʲtraɮiːɡ
амьдралын|amʲtraɮiːn
амьдралынх|amʲtraɮiːnx
амьдралынхаа|amʲtraɮiːnxaː
амьдран|amʲtran
амьдрах|amʲtrax
амьдрахаа|amʲtraxaː
амьдрахдаа|amʲtraxtaː
амьдрахыг|amʲtraxiːɡ
амьдрахын|amʲtraxiːn
амьдруулах|amʲtrʊːɮax
амьдруулахын|amʲtrʊːɮaxiːn
амьдын|amʲtiːn
амьжиргаа|amʲt͡ʃirɡaː
амьжиргааг|amʲt͡ʃirɡaːɡ
амьжиргаагаа|amʲt͡ʃirɡaːɡaː
амьжиргаан|amʲt͡ʃirɡaːn
амьжиргаанд|amʲt͡ʃirɡaːnt
амьжиргааны|amʲt͡ʃirɡaːniː
амьралд|amʲraɮt
амьсгаа|amʲsɡaː
амьсгаагаа|amʲsɡaːɡaː
амьсгал|amʲsɡaɮ
амьсгалаас|amʲsɡaɮaːs
амьсгалав|amʲsɡaɮaw
амьсгалд|amʲsɡaɮt
амьсгалж|amʲsɡaɮt͡ʃ
амьсгална|amʲsɡaɮna
амьсгалтай|amʲsɡaɮtʰaj
амьсгалыг|amʲsɡaɮiːɡ
амьсгалын|amʲsɡaɮiːn
амьтад|amʲtʰat
амьтай|amʲtʰaj
амьтанд|amʲtʰant
амьтантай|amʲtʰantʰaj
амьтдаар|amʲtʰtaːr
амьтдаас|amʲtʰtaːs
амьтдад|amʲtʰtat
амьтдыг|amʲtʰtiːɡ
амьтдын|amʲtʰtiːn
амьтнаас|amʲtʰnaːs
амьтны|amʲtʰniː
амьтныг|amʲtʰniːɡ
амьтныхаа|amʲtʰniːxaː
амьхандаа|amʲxantaː
